Material,Grade,Density,TensileStrength,YieldStrength,Hardness,ElasticModulus,CostScore,CorrosionResistance,WearResistance,SustainabilityScore
Aluminum Alloy 2011-T8,Wrought,2.7,407,310,100.0,73000,6.0,7.0,1.692,8.5
Aluminum Alloy 2014-O,Wrought,2.7,186,97,45.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 2014-T4,Wrought,2.7,427,290,105.0,73000,6.0,7.0,1.762,8.5
Aluminum Alloy 2014-T451,Wrought,2.7,427,290,105.0,73000,6.0,7.0,1.762,8.5
Aluminum Alloy 2014-T6,Wrought,2.7,483,414,135.0,73000,6.0,7.0,2.177,8.5
Aluminum Alloy 2014-T651,Wrought,2.7,483,414,135.0,73000,6.0,7.0,2.177,8.5
Aluminum Alloy 2017-O,Wrought,2.7,179,69,45.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 2017-T4,Wrought,2.7,427,276,105.0,73000,6.0,7.0,1.762,8.5
Aluminum Alloy 2017-T451,Wrought,2.7,427,276,105.0,73000,6.0,7.0,1.762,8.5
Aluminum Alloy 2018-T61,Wrought,2.7,421,317,120.0,73000,6.0,7.0,1.969,8.5
Aluminum Alloy 2024-O,Wrought,2.7,186,76,47.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 2024-T3,Wrought,2.7,483,345,120.0,73000,6.0,7.0,1.969,8.5
Aluminum Alloy 2024-T351,Wrought,2.7,469,324,120.0,73000,6.0,7.0,1.969,8.5
Aluminum Alloy 2024-T361,Wrought,2.7,496,393,130.0,73000,6.0,7.0,2.108,8.5
Aluminum Alloy 2024-T4,Wrought,2.7,469,324,120.0,73000,6.0,7.0,1.969,8.5
Aluminum Alloy 2025-T6,Wrought,2.7,400,255,110.0,73000,6.0,7.0,1.831,8.5
Aluminum Alloy 2036-T4,Wrought,2.7,338,193,63.0,73000,6.0,7.0,2.058,8.5
Aluminum Alloy 204.0,Cast (T4),2.7,310,193,63.0,73000,6.0,7.0,1.955,8.5
Aluminum Alloy 208.0,Cast (F),2.7,131,83,40.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 2117-T4,Wrought,2.7,296,165,70.0,73000,6.0,7.0,1.277,8.5
Aluminum Alloy 2218-T72,Wrought,2.7,331,255,95.0,73000,6.0,7.0,1.623,8.5
Aluminum Alloy 2219-O,Wrought,2.7,172,76,63.0,73000,6.0,7.0,1.448,8.5
Aluminum Alloy 2219-T31,Wrought,2.7,359,248,63.0,73000,6.0,7.0,2.135,8.5
Aluminum Alloy 2219-T351,Wrought,2.7,359,248,63.0,73000,6.0,7.0,2.135,8.5
Aluminum Alloy 2219-T37,Wrought,2.7,393,317,63.0,73000,6.0,7.0,2.26,8.5
Aluminum Alloy 2219-T42,Wrought,2.7,359,186,63.0,73000,6.0,7.0,2.135,8.5
Aluminum Alloy 2219-T62,Wrought,2.7,414,290,63.0,73000,6.0,7.0,2.337,8.5
Aluminum Alloy 2219-T81,Wrought,2.7,455,352,63.0,73000,6.0,7.0,2.488,8.5
Aluminum Alloy 2219-T851,Wrought,2.7,455,352,63.0,73000,6.0,7.0,2.488,8.5
Aluminum Alloy 2219-T87,Wrought,2.7,476,393,63.0,73000,6.0,7.0,2.565,8.5
Aluminum Alloy 242.0,Cast (T61),2.7,221,138,90.0,73000,6.0,7.0,1.554,8.5
Aluminum Alloy 242.0,Cast (T77),2.7,165,90,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 295.0,Cast (T4),2.7,200,90,45.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 295.0,Cast (T6),2.7,221,138,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 295.0,Cast (T62),2.7,248,193,80.0,73000,6.0,7.0,1.415,8.5
Aluminum Alloy 295.0,Cast (T7),2.7,200,110,55.0,73000,6.0,7.0,1.069,8.5
Aluminum Alloy 3003-H12,Wrought,2.7,131,124,35.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 3003-H14,Wrought,2.7,152,145,40.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 3003-H16,Wrought,2.7,179,172,47.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 3003-H18,Wrought,2.7,200,186,55.0,73000,6.0,7.0,1.069,8.5
Aluminum Alloy 3003-O,Wrought,2.7,110,41,28.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 3004-H32,Wrought,2.7,214,172,52.0,73000,6.0,7.0,1.028,8.5
Aluminum Alloy 3004-H34,Wrought,2.7,241,200,63.0,73000,6.0,7.0,1.18,8.5
Aluminum Alloy 3004-H36,Wrought,2.7,262,228,70.0,73000,6.0,7.0,1.277,8.5
Aluminum Alloy 3004-H38,Wrought,2.7,283,248,77.0,73000,6.0,7.0,1.374,8.5
Aluminum Alloy 3004-O,Wrought,2.7,179,69,45.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 3105-H12,Wrought,2.7,152,131,63.0,73000,6.0,7.0,1.375,8.5
Aluminum Alloy 3105-H14,Wrought,2.7,172,152,63.0,73000,6.0,7.0,1.448,8.5
Aluminum Alloy 3105-H16,Wrought,2.7,193,172,63.0,73000,6.0,7.0,1.525,8.5
Aluminum Alloy 3105-H18,Wrought,2.7,214,193,63.0,73000,6.0,7.0,1.602,8.5
Aluminum Alloy 3105-H25,Wrought,2.7,179,159,63.0,73000,6.0,7.0,1.474,8.5
Aluminum Alloy 3105-O,Wrought,2.7,117,55,63.0,73000,6.0,7.0,1.246,8.5
Aluminum Alloy 319.0,Cast (F),2.7,159,90,55.0,73000,6.0,7.0,1.069,8.5
Aluminum Alloy 319.0,Cast (T6),2.7,214,138,65.0,73000,6.0,7.0,1.208,8.5
Aluminum Alloy 328.0,Cast (F),2.7,172,97,45.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 328.0,Cast (T6),2.7,234,145,65.0,73000,6.0,7.0,1.208,8.5
Aluminum Alloy 355.0,Cast (T51),2.7,172,124,50.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 355.0,Cast (T6),2.7,221,138,70.0,73000,6.0,7.0,1.277,8.5
Aluminum Alloy 355.0,Cast (T71),2.7,207,152,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 356.0,Cast (T51),2.7,159,110,45.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 356.0,Cast (T6),2.7,207,138,55.0,73000,6.0,7.0,1.069,8.5
Aluminum Alloy 356.0,Cast (T7),2.7,214,200,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 356.0,Cast (T71),2.7,172,124,45.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 4032-T6,Wrought,2.7,379,317,120.0,73000,6.0,7.0,1.969,8.5
Aluminum Alloy 443.0,Cast (F),2.7,117,48,25.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5005-H12,Wrought,2.7,138,131,63.0,73000,6.0,7.0,1.323,8.5
Aluminum Alloy 5005-H14,Wrought,2.7,159,152,63.0,73000,6.0,7.0,1.4,8.5
Aluminum Alloy 5005-H16,Wrought,2.7,179,172,63.0,73000,6.0,7.0,1.474,8.5
Aluminum Alloy 5005-H18,Wrought,2.7,200,193,63.0,73000,6.0,7.0,1.551,8.5
Aluminum Alloy 5005-H32,Wrought,2.7,138,117,36.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5005-H34,Wrought,2.7,159,138,41.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5005-H36,Wrought,2.7,179,165,46.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5005-H38,Wrought,2.7,200,186,51.0,73000,6.0,7.0,1.014,8.5
Aluminum Alloy 5005-O,Wrought,2.7,124,41,28.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5050-H32,Wrought,2.7,172,145,46.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5050-H34,Wrought,2.7,193,165,53.0,73000,6.0,7.0,1.042,8.5
Aluminum Alloy 5050-H36,Wrought,2.7,207,179,58.0,73000,6.0,7.0,1.111,8.5
Aluminum Alloy 5050-H38,Wrought,2.7,221,200,63.0,73000,6.0,7.0,1.18,8.5
Aluminum Alloy 5050-O,Wrought,2.7,145,55,36.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5052-H32,Wrought,2.7,228,193,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 5052-H34,Wrought,2.7,262,214,68.0,73000,6.0,7.0,1.249,8.5
Aluminum Alloy 5052-H36,Wrought,2.7,276,241,73.0,73000,6.0,7.0,1.318,8.5
Aluminum Alloy 5052-H38,Wrought,2.7,290,255,77.0,73000,6.0,7.0,1.374,8.5
Aluminum Alloy 5052-O,Wrought,2.7,193,90,47.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5056-H18,Wrought,2.7,434,407,105.0,73000,6.0,7.0,1.762,8.5
Aluminum Alloy 5056-H38,Wrought,2.7,414,345,100.0,73000,6.0,7.0,1.692,8.5
Aluminum Alloy 5056-O,Wrought,2.7,290,152,65.0,73000,6.0,7.0,1.208,8.5
Aluminum Alloy 5083-H116,Wrought,2.7,317,228,63.0,73000,6.0,7.0,1.981,8.5
Aluminum Alloy 5083-H321,Wrought,2.7,317,228,63.0,73000,6.0,7.0,1.981,8.5
Aluminum Alloy 5083-O,Wrought,2.7,290,145,63.0,73000,6.0,7.0,1.882,8.5
Aluminum Alloy 5086-H112,Wrought,2.7,269,131,63.0,73000,6.0,7.0,1.804,8.5
Aluminum Alloy 5086-H116,Wrought,2.7,290,207,63.0,73000,6.0,7.0,1.882,8.5
Aluminum Alloy 5086-H32,Wrought,2.7,290,207,63.0,73000,6.0,7.0,1.882,8.5
Aluminum Alloy 5086-H34,Wrought,2.7,324,255,63.0,73000,6.0,7.0,2.007,8.5
Aluminum Alloy 5086-O,Wrought,2.7,262,117,63.0,73000,6.0,7.0,1.779,8.5
Aluminum Alloy 512.0,Cast (F),2.7,117,69,35.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 514.0,Cast (F),2.7,152,62,35.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5154-H112,Wrought,2.7,241,117,63.0,73000,6.0,7.0,1.18,8.5
Aluminum Alloy 5154-H32,Wrought,2.7,269,207,67.0,73000,6.0,7.0,1.235,8.5
Aluminum Alloy 5154-H34,Wrought,2.7,290,228,73.0,73000,6.0,7.0,1.318,8.5
Aluminum Alloy 5154-H36,Wrought,2.7,310,248,78.0,73000,6.0,7.0,1.388,8.5
Aluminum Alloy 5154-H38,Wrought,2.7,331,269,80.0,73000,6.0,7.0,1.415,8.5
Aluminum Alloy 5154-O,Wrought,2.7,241,117,58.0,73000,6.0,7.0,1.111,8.5
Aluminum Alloy 520.0,Cast (T4),2.7,290,152,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 5252-H25,Wrought,2.7,234,172,68.0,73000,6.0,7.0,1.249,8.5
Aluminum Alloy 5252-H28,Wrought,2.7,283,241,75.0,73000,6.0,7.0,1.346,8.5
Aluminum Alloy 5252-H38,Wrought,2.7,283,241,75.0,73000,6.0,7.0,1.346,8.5
Aluminum Alloy 5254-H112,Wrought,2.7,241,117,63.0,73000,6.0,7.0,1.18,8.5
Aluminum Alloy 5254-H32,Wrought,2.7,269,207,67.0,73000,6.0,7.0,1.235,8.5
Aluminum Alloy 5254-H34,Wrought,2.7,290,228,73.0,73000,6.0,7.0,1.318,8.5
Aluminum Alloy 5254-H36,Wrought,2.7,310,248,78.0,73000,6.0,7.0,1.388,8.5
Aluminum Alloy 5254-H38,Wrought,2.7,331,269,80.0,73000,6.0,7.0,1.415,8.5
Aluminum Alloy 5254-O,Wrought,2.7,241,117,58.0,73000,6.0,7.0,1.111,8.5
Aluminum Alloy 535.0,Cast (F or T5),2.7,241,124,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 5454-H111,Wrought,2.7,262,179,70.0,73000,6.0,7.0,1.277,8.5
Aluminum Alloy 5454-H112,Wrought,2.7,248,124,62.0,73000,6.0,7.0,1.166,8.5
Aluminum Alloy 5454-H32,Wrought,2.7,276,207,73.0,73000,6.0,7.0,1.318,8.5
Aluminum Alloy 5454-H34,Wrought,2.7,303,241,81.0,73000,6.0,7.0,1.429,8.5
Aluminum Alloy 5454-O,Wrought,2.7,248,117,62.0,73000,6.0,7.0,1.166,8.5
Aluminum Alloy 5456-H112,Wrought,2.7,310,165,63.0,73000,6.0,7.0,1.955,8.5
Aluminum Alloy 5456-H116,Wrought,2.7,352,255,90.0,73000,6.0,7.0,1.554,8.5
Aluminum Alloy 5456-H321,Wrought,2.7,352,255,90.0,73000,6.0,7.0,1.554,8.5
Aluminum Alloy 5456-O,Wrought,2.7,310,159,63.0,73000,6.0,7.0,1.955,8.5
Aluminum Alloy 5457-H25,Wrought,2.7,179,159,48.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5457-H28,Wrought,2.7,207,186,55.0,73000,6.0,7.0,1.069,8.5
Aluminum Alloy 5457-H38,Wrought,2.7,207,186,55.0,73000,6.0,7.0,1.069,8.5
Aluminum Alloy 5457-O,Wrought,2.7,131,48,32.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5652-H32,Wrought,2.7,228,193,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 5652-H34,Wrought,2.7,262,214,68.0,73000,6.0,7.0,1.249,8.5
Aluminum Alloy 5652-H36,Wrought,2.7,276,241,73.0,73000,6.0,7.0,1.318,8.5
Aluminum Alloy 5652-H38,Wrought,2.7,290,255,77.0,73000,6.0,7.0,1.374,8.5
Aluminum Alloy 5652-O,Wrought,2.7,193,90,47.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5657-H25,Wrought,2.7,159,138,40.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5657-H28,Wrought,2.7,193,165,50.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 5657-H38,Wrought,2.7,193,165,50.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 6061-O,Wrought,2.7,124,55,30.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 6061-T4,Wrought,2.7,241,145,65.0,73000,6.0,7.0,1.208,8.5
Aluminum Alloy 6061-T451,Wrought,2.7,241,145,65.0,73000,6.0,7.0,1.208,8.5
Aluminum Alloy 6061-T6,Wrought,2.7,310,276,95.0,73000,6.0,7.0,1.623,8.5
Aluminum Alloy 6061-T651,Wrought,2.7,310,276,95.0,73000,6.0,7.0,1.623,8.5
Aluminum Alloy 6063-O,Wrought,2.7,90,48,25.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 6063-T1,Wrought,2.7,152,90,42.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 6063-T4,Wrought,2.7,172,90,63.0,73000,6.0,7.0,1.448,8.5
Aluminum Alloy 6063-T5,Wrought,2.7,186,145,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 6063-T6,Wrought,2.7,241,214,73.0,73000,6.0,7.0,1.318,8.5
Aluminum Alloy 6063-T83,Wrought,2.7,255,241,82.0,73000,6.0,7.0,1.443,8.5
Aluminum Alloy 6063-T831,Wrought,2.7,207,186,70.0,73000,6.0,7.0,1.277,8.5
Aluminum Alloy 6063-T832,Wrought,2.7,290,269,95.0,73000,6.0,7.0,1.623,8.5
Aluminum Alloy 6066-O,Wrought,2.7,152,83,43.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 6066-T4,Wrought,2.7,359,207,90.0,73000,6.0,7.0,1.554,8.5
Aluminum Alloy 6066-T451,Wrought,2.7,359,207,90.0,73000,6.0,7.0,1.554,8.5
Aluminum Alloy 6066-T6,Wrought,2.7,393,359,120.0,73000,6.0,7.0,1.969,8.5
Aluminum Alloy 6066-T651,Wrought,2.7,393,359,120.0,73000,6.0,7.0,1.969,8.5
Aluminum Alloy 6070-T6,Wrought,2.7,379,352,63.0,73000,6.0,7.0,2.209,8.5
Aluminum Alloy 6101-H111,Wrought,2.7,97,76,63.0,73000,6.0,7.0,1.173,8.5
Aluminum Alloy 6101-T6,Wrought,2.7,221,193,71.0,73000,6.0,7.0,1.291,8.5
Aluminum Alloy 6262-T9,Wrought,2.7,400,379,120.0,73000,6.0,7.0,1.969,8.5
Aluminum Alloy 6351-T4,Wrought,2.7,248,152,63.0,73000,6.0,7.0,1.727,8.5
Aluminum Alloy 6351-T6,Wrought,2.7,310,283,95.0,73000,6.0,7.0,1.623,8.5
Aluminum Alloy 6463-T1,Wrought,2.7,152,90,42.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 6463-T5,Wrought,2.7,186,145,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 6463-T6,Wrought,2.7,241,214,74.0,73000,6.0,7.0,1.332,8.5
Aluminum Alloy 7049-T73,Wrought,2.7,517,448,135.0,73000,6.0,7.0,2.177,8.5
Aluminum Alloy 7049-T7352,Wrought,2.7,517,434,135.0,73000,6.0,7.0,2.177,8.5
Aluminum Alloy 705.0,Cast (F or T5),2.7,207,117,50.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy 7050-T73510,Wrought,2.7,496,434,63.0,73000,6.0,7.0,2.638,8.5
Aluminum Alloy 7050-T7451f,Wrought,2.7,524,469,63.0,73000,6.0,7.0,2.741,8.5
Aluminum Alloy 7050-T7651,Wrought,2.7,552,490,63.0,73000,6.0,7.0,2.844,8.5
Aluminum Alloy 707.0,Cast (T5),2.7,228,152,70.0,73000,6.0,7.0,1.277,8.5
Aluminum Alloy 707.0,Cast (T7),2.7,255,207,65.0,73000,6.0,7.0,1.208,8.5
Aluminum Alloy 7075-O,Wrought,2.7,228,103,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 7075-T6,Wrought,2.7,572,503,150.0,73000,6.0,7.0,2.385,8.5
Aluminum Alloy 7075-T651,Wrought,2.7,572,503,150.0,73000,6.0,7.0,2.385,8.5
Aluminum Alloy 710.0,Cast (F or T5),2.7,221,138,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 712.0,Cast (F or T5),2.7,234,172,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 713.0,Cast (F or T5),2.7,221,152,60.0,73000,6.0,7.0,1.138,8.5
Aluminum Alloy 7178-O,Wrought,2.7,228,103,63.0,73000,6.0,7.0,1.654,8.5
Aluminum Alloy 7178-T6,Wrought,2.7,607,538,63.0,73000,6.0,7.0,3.046,8.5
Aluminum Alloy 7178-T651,Wrought,2.7,607,538,63.0,73000,6.0,7.0,3.046,8.5
Aluminum Alloy 7178-T76,Wrought,2.7,572,503,63.0,73000,6.0,7.0,2.918,8.5
Aluminum Alloy 7178-T7651,Wrought,2.7,572,503,63.0,73000,6.0,7.0,2.918,8.5
Aluminum Alloy 771.0,Cast (T5),2.7,290,262,85.0,73000,6.0,7.0,1.485,8.5
Aluminum Alloy 771.0,Cast (T51),2.7,221,186,70.0,73000,6.0,7.0,1.277,8.5
Aluminum Alloy 771.0,Cast (T52),2.7,248,207,70.0,73000,6.0,7.0,1.277,8.5
Aluminum Alloy 771.0,Cast (T53),2.7,248,186,63.0,73000,6.0,7.0,1.727,8.5
Aluminum Alloy 771.0,Cast (T6),2.7,290,241,75.0,73000,6.0,7.0,1.346,8.5
Aluminum Alloy 771.0,Cast (T71),2.7,331,310,105.0,73000,6.0,7.0,1.762,8.5
Aluminum Alloy 8176-H24,Wrought,2.7,117,97,63.0,73000,6.0,7.0,1.246,8.5
Aluminum Alloy 852.0,Cast (T5),2.7,165,124,45.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy A356.0,Cast (T6),2.7,234,165,70.0,73000,6.0,7.0,1.277,8.5
Aluminum Alloy Alclad 2014-O,Wrought,2.7,172,69,63.0,73000,6.0,7.0,1.448,8.5
Aluminum Alloy Alclad 2014-T3,Wrought,2.7,434,276,63.0,73000,6.0,7.0,2.411,8.5
Aluminum Alloy Alclad 2014-T4,Wrought,2.7,421,255,63.0,73000,6.0,7.0,2.363,8.5
Aluminum Alloy Alclad 2014-T451,Wrought,2.7,421,255,63.0,73000,6.0,7.0,2.363,8.5
Aluminum Alloy Alclad 2014-T6,Wrought,2.7,469,414,63.0,73000,6.0,7.0,2.539,8.5
Aluminum Alloy Alclad 2014-T651,Wrought,2.7,469,414,63.0,73000,6.0,7.0,2.539,8.5
Aluminum Alloy Alclad 202024-T361,Wrought,2.7,462,365,63.0,73000,6.0,7.0,2.513,8.5
Aluminum Alloy Alclad 2024-O,Wrought,2.7,179,76,63.0,73000,6.0,7.0,1.474,8.5
Aluminum Alloy Alclad 2024-T3,Wrought,2.7,448,310,63.0,73000,6.0,7.0,2.462,8.5
Aluminum Alloy Alclad 2024-T351,Wrought,2.7,441,290,63.0,73000,6.0,7.0,2.436,8.5
Aluminum Alloy Alclad 2024-T4,Wrought,2.7,441,290,63.0,73000,6.0,7.0,2.436,8.5
Aluminum Alloy Alclad 2024-T81,Wrought,2.7,448,414,63.0,73000,6.0,7.0,2.462,8.5
Aluminum Alloy Alclad 2024-T851,Wrought,2.7,448,414,63.0,73000,6.0,7.0,2.462,8.5
Aluminum Alloy Alclad 2024-T861,Wrought,2.7,483,455,63.0,73000,6.0,7.0,2.591,8.5
Aluminum Alloy Alclad 3003-H12,Wrought,2.7,131,124,63.0,73000,6.0,7.0,1.298,8.5
Aluminum Alloy Alclad 3003-H14,Wrought,2.7,152,145,63.0,73000,6.0,7.0,1.375,8.5
Aluminum Alloy Alclad 3003-H16,Wrought,2.7,179,172,63.0,73000,6.0,7.0,1.474,8.5
Aluminum Alloy Alclad 3003-H18,Wrought,2.7,200,186,63.0,73000,6.0,7.0,1.551,8.5
Aluminum Alloy Alclad 3003-O,Wrought,2.7,110,41,63.0,73000,6.0,7.0,1.22,8.5
Aluminum Alloy Alclad 3004-H32,Wrought,2.7,214,172,63.0,73000,6.0,7.0,1.602,8.5
Aluminum Alloy Alclad 3004-H34,Wrought,2.7,241,200,63.0,73000,6.0,7.0,1.702,8.5
Aluminum Alloy Alclad 3004-H36,Wrought,2.7,262,228,63.0,73000,6.0,7.0,1.779,8.5
Aluminum Alloy Alclad 3004-H38,Wrought,2.7,283,248,63.0,73000,6.0,7.0,1.856,8.5
Aluminum Alloy Alclad 3004-O,Wrought,2.7,179,69,63.0,73000,6.0,7.0,1.474,8.5
Aluminum Alloy Alclad 6061-O,Wrought,2.7,117,48,63.0,73000,6.0,7.0,1.246,8.5
Aluminum Alloy Alclad 6061-T4,Wrought,2.7,228,131,63.0,73000,6.0,7.0,1.654,8.5
Aluminum Alloy Alclad 6061-T451,Wrought,2.7,228,131,63.0,73000,6.0,7.0,1.654,8.5
Aluminum Alloy Alclad 6061-T6,Wrought,2.7,290,255,63.0,73000,6.0,7.0,1.882,8.5
Aluminum Alloy Alclad 6061-T651,Wrought,2.7,290,255,63.0,73000,6.0,7.0,1.882,8.5
Aluminum Alloy Alclad 7075-O,Wrought,2.7,221,97,63.0,73000,6.0,7.0,1.628,8.5
Aluminum Alloy Alclad 7075-T6,Wrought,2.7,524,462,63.0,73000,6.0,7.0,2.741,8.5
Aluminum Alloy Alclad 7075-T651,Wrought,2.7,524,462,63.0,73000,6.0,7.0,2.741,8.5
Aluminum Alloy Alclad 7178-O,Wrought,2.7,221,97,63.0,73000,6.0,7.0,1.628,8.5
Aluminum Alloy Alclad 7178-T6,Wrought,2.7,558,490,63.0,73000,6.0,7.0,2.866,8.5
Aluminum Alloy Alclad 7178-T651,Wrought,2.7,558,490,63.0,73000,6.0,7.0,2.866,8.5
Aluminum Alloy B443.0,Cast (F),2.7,117,41,25.0,73000,6.0,7.0,1.0,8.5
Aluminum Alloy C355.0,Cast (T6),2.7,248,172,75.0,73000,6.0,7.0,1.346,8.5
Aluminum Bronze C95200,Standard,8.8,552,186,63.0,120000,5.0,7.5,2.844,8.5
Aluminum Bronze C95300,Standard,8.8,517,186,63.0,120000,5.0,7.5,2.716,8.5
Aluminum Bronze C95400,Standard,8.8,586,241,63.0,120000,5.0,7.5,2.969,8.5
Aluminum Bronze C95500,Standard,8.8,689,303,63.0,120000,5.0,7.5,3.347,8.5
Aluminum Bronze C95600,Standard,8.8,517,234,63.0,120000,5.0,7.5,2.716,8.5
Aluminum Bronze C95700,Standard,8.8,655,310,63.0,120000,5.0,7.5,3.222,8.5
Aluminum Bronze C95800,Standard,8.8,655,262,63.0,120000,5.0,7.5,3.222,8.5
Architectural bronze C38500,As extruded,8.8,414,138,239.0,105000,5.0,7.5,2.337,5.0
Architectural bronze C38500 As,extruded,8.8,414,138,239.0,105000,5.0,7.5,2.337,5.0
BS 060A47,Standard,7.86,700,400,239.0,206000,5.0,5.0,3.388,5.0
BS 060A57,Standard,7.86,775,450,239.0,206000,5.0,5.0,3.663,5.0
BS 070M26,Standard,7.86,490,245,239.0,206000,5.0,5.0,2.616,5.0
BS 070M55,Standard,7.86,775,450,239.0,206000,5.0,5.0,3.663,5.0
BS 080A35,Standard,7.86,625,370,239.0,206000,5.0,5.0,3.112,5.0
BS 080M30,Standard,7.86,550,310,239.0,206000,5.0,5.0,2.837,5.0
BS 080M36,Standard,7.86,625,370,239.0,206000,5.0,5.0,3.112,5.0
BS 080M40,Standard,7.86,625,355,239.0,206000,5.0,5.0,3.112,5.0
BS 080M46,Standard,7.86,625,340,180.0,206000,5.0,5.0,2.8,5.0
BS 080M50,Standard,7.86,625,360,239.0,206000,5.0,5.0,3.112,5.0
BS 150M19,Standard,7.86,550,325,239.0,206000,5.0,5.0,2.837,5.0
BS 212M36,Standard,7.86,635,370,239.0,206000,5.0,5.0,3.149,5.0
BS 230M07,Standard,7.86,430,300,239.0,206000,5.0,5.0,2.396,5.0
BS 251A58,heat treated,7.86,1300,1100,239.0,206000,5.0,5.0,5.592,5.0
BS 251A58 heat,treated,7.86,1300,1100,239.0,206000,5.0,5.0,5.592,5.0
BS 303S31,Standard,7.86,510,190,239.0,206000,5.0,5.0,2.69,5.0
BS 304S11,Standard,7.86,480,180,239.0,206000,5.0,5.0,2.58,5.0
BS 304S15,Standard,7.86,480,195,239.0,206000,5.0,5.0,2.58,5.0
BS 310S31,Standard,7.86,510,205,239.0,206000,5.0,5.0,2.69,5.0
BS 316S11,Standard,7.86,490,190,239.0,206000,5.0,5.0,2.616,5.0
BS 316S31,Standard,7.86,510,205,239.0,206000,5.0,5.0,2.69,5.0
BS 321S31,Standard,7.86,490,195,239.0,206000,5.0,5.0,2.616,5.0
BS 349S54,Standard,7.86,950,580,239.0,206000,5.0,5.0,4.306,5.0
BS 401S45,Standard,7.86,900,685,240.0,206000,5.0,5.0,3.631,5.0
BS 403S17,Standard,7.86,420,245,239.0,206000,5.0,5.0,2.359,5.0
BS 40B,Standard,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
BS 40C,Standard,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
BS 410S21,Standard,7.86,550,340,239.0,206000,5.0,5.0,2.837,5.0
BS 420S37,Standard,7.86,700,490,239.0,206000,5.0,5.0,3.388,5.0
BS 430S17,Standard,7.86,430,245,239.0,206000,5.0,5.0,2.396,5.0
BS 431S29,Standard,7.86,850,635,239.0,206000,5.0,5.0,3.939,5.0
BS 43B,Standard,7.86,430,245,239.0,206000,5.0,5.0,2.396,5.0
BS 43D,Standard,7.86,430,245,239.0,206000,5.0,5.0,2.396,5.0
BS 50B,Standard,7.86,490,355,140.0,206000,5.0,5.0,2.246,5.0
BS 50C,Standard,7.86,490,355,239.0,206000,5.0,5.0,2.616,5.0
BS 50D,Standard,7.86,490,355,239.0,206000,5.0,5.0,2.616,5.0
BS 525A60,heat treated,7.86,1380,1180,239.0,206000,5.0,5.0,5.886,5.0
